Date,UNEMP,PAYEMS,INDPRO,PERMIT,T10Y2Y,UMCSENT,T10Y3M,CPIAUCSL,USREC,W875RX1,CMRMTSPL
1/1/2024,3.7,157049,101.4830,1545,-0.264761905,79.0,-1.395714286,309.794,0,16227.8,1501571
2/1/2024,3.9,157271,102.7267,1577,-0.3365,76.9,-1.233,311.022,0,16232.7,1508218
3/1/2024,3.9,157517,102.5186,1476,-0.3795,79.4,-1.26,312.107,0,16269.5,1506005
4/1/2024,3.9,157635,102.3568,1459,-0.334090909,77.2,-0.904545455,313.016,0,16240.4,1502289
5/1/2024,4,157828,102.9797,1407,-0.374090909,69.1,-0.972727273,313.140,0,16291.7,1511598
6/1/2024,4.1,157915,103.2534,1461,-0.431578947,68.2,-1.201052632,313.131,0,16292.1,1518826
7/1/2024,4.2,158003,102.5192,1436,-0.247272727,66.4,-1.183181818,313.566,0,16281.1,1529744
8/1/2024,4.2,158074,103.0196,1476,-0.094545455,67.9,-1.424545455,314.131,0,16279.2,1530317
9/1/2024,4.1,158314,102.5954,1434,0.101,70.1,-1.1985,314.851,0,16283.1,1541305
10/1/2024,4.1,158358,102.2138,1428,0.123181818,70.5,-0.622727273,315.564,0,16359.2,1538457
11/1/2024,4.2,158619,101.9503,1508,0.098421053,71.8,-0.264210526,316.449,0,16412.1,1545040
12/1/2024,4.1,158942,103.0447,1480,0.165714286,74.0,0.00047619,317.603,0,16434.6,1558008
1/1/2025,4,159053,102.9343,1460,0.357142857,71.7,0.286190476,319.086,0,16430.3,1542895
2/1/2025,4.1,159155,104.0003,1454,0.241052632,64.7,0.118947368,319.775,0,16428.6,1553661
3/1/2025,4.2,159275,103.7483,1481,0.31047619,57.0,-0.055238095,319.615,0,16522.6,1574621
4/1/2025,4.2,159422,103.8216,1422,0.501428571,52.2,-0.043333333,320.321,0,16552.2,1567412
,,,,,,,,,,,1562061
,,,,,,,,,,,
